Index,Name,ActionCategory,ClassJob,BehaviourType,ClassJobLevel,IsRoleAction,Range,PrimaryCost{Type},PrimaryCost{Value},SecondaryCost{Type},SecondaryCost{Value},Action{Combo},PreservesCombo,Cast<100ms>,Recast<100ms>,CooldownGroup,AdditionalCooldownGroup,MaxCharges,AttackType,Aspect,ActionProcStatus,Status{GainSelf},ClassJobCategory,,AffectsPosition,Omen,IsPlayerAction
177,Miasma II,2,-1,0,0,FALSE,0,3,14,0,0,0,FALSE,0,25,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
178,Bio II,2,-1,0,0,FALSE,25,3,6,63,177,0,FALSE,0,25,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
179,Shadow Flare,4,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,0,600,18,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
180,Summon III,4,-1,0,0,FALSE,0,0,0,100,0,0,FALSE,0,30,4,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
181,Fester,4,26,0,10,FALSE,25,30,1,63,617,0,TRUE,0,10,1,0,0,5,7,0,0,69,FALSE,FALSE,0,TRUE
182,Tri-bind,2,-1,0,0,FALSE,25,3,10,0,0,0,FALSE,25,25,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
183,Spur,4,-1,0,0,FALSE,30,0,0,40,0,0,TRUE,0,1200,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
184,Enkindle,4,-1,0,50,FALSE,30,0,0,73,0,0,TRUE,0,1800,24,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
185,Adloquium,2,28,0,30,FALSE,30,3,10,0,0,0,FALSE,20,25,58,0,0,5,7,0,0,29,TRUE,FALSE,0,TRUE
186,Succor,2,28,0,35,FALSE,0,3,10,63,628,0,FALSE,20,25,58,0,0,5,7,0,0,29,TRUE,FALSE,0,TRUE
187,Leeches,2,-1,0,0,FALSE,30,3,7,0,0,0,FALSE,10,25,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
188,Sacred Soil,4,28,0,50,FALSE,30,30,1,0,0,0,TRUE,0,300,8,0,0,0,0,0,0,29,FALSE,FALSE,0,TRUE
189,Lustrate,4,28,0,45,FALSE,30,30,1,0,0,0,TRUE,0,10,1,0,0,0,0,0,0,29,FALSE,FALSE,0,TRUE
190,Physick,2,28,0,4,FALSE,30,3,4,0,0,0,FALSE,15,25,58,0,0,5,7,0,0,29,TRUE,FALSE,0,TRUE
191,Stoneskin II,2,-1,0,0,FALSE,0,3,20,38,0,0,FALSE,60,25,58,0,0,5,4,0,0,0,TRUE,FALSE,0,FALSE
192,,0,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
193,,0,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,-1,7,0,0,0,FALSE,FALSE,0,FALSE
194,,0,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,0,0,0,0,-1,7,0,0,0,FALSE,FALSE,0,FALSE
195,,0,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
196,反撃効果,0,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,0,0,0,0,-1,7,0,0,0,FALSE,FALSE,0,FALSE
197,Shield Wall,9,0,0,0,FALSE,0,11,0,0,0,0,TRUE,0,0,0,0,0,8,7,0,0,1,FALSE,FALSE,0,FALSE
198,Stronghold,9,0,0,0,FALSE,0,11,0,0,0,0,TRUE,0,0,0,0,0,8,7,0,0,1,FALSE,FALSE,0,FALSE
199,Last Bastion,9,0,0,0,FALSE,0,11,0,0,0,0,TRUE,0,0,0,0,0,8,7,0,0,1,FALSE,FALSE,0,FALSE
200,Braver,9,0,0,0,FALSE,8,11,0,0,0,0,TRUE,20,0,0,0,0,8,7,0,0,1,FALSE,FALSE,0,FALSE
201,Bladedance,9,0,0,0,FALSE,8,11,0,0,0,0,TRUE,30,0,0,0,0,8,7,0,0,1,FALSE,FALSE,0,FALSE
202,Final Heaven,9,0,0,0,FALSE,8,11,0,0,0,0,TRUE,45,0,0,0,0,8,7,0,0,1,FALSE,FALSE,0,FALSE
203,Skyshard,9,0,0,0,FALSE,25,11,0,0,0,0,TRUE,20,0,0,0,0,8,7,0,0,1,FALSE,FALSE,1,FALSE
204,Starstorm,9,0,0,0,FALSE,25,11,0,0,0,0,TRUE,30,0,0,0,0,8,7,0,0,1,FALSE,FALSE,1,FALSE
205,Meteor,9,0,0,0,FALSE,25,11,0,0,0,0,TRUE,45,0,0,0,0,8,7,0,0,1,FALSE,FALSE,1,FALSE
206,Healing Wind,9,0,0,0,FALSE,0,11,0,0,0,0,TRUE,20,0,0,0,0,8,7,0,0,1,FALSE,FALSE,0,FALSE
207,Breath of the Earth,9,0,0,0,FALSE,0,11,0,0,0,0,TRUE,20,0,0,0,0,8,7,0,0,1,FALSE,FALSE,0,FALSE
208,Pulse of Life,9,0,0,0,FALSE,0,11,0,0,0,0,TRUE,20,0,0,0,0,8,7,0,0,1,FALSE,FALSE,0,FALSE
209,Limit Break,0,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,0,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
210,Triangulate,4,17,0,1,TRUE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,217,32,FALSE,FALSE,0,TRUE
211,Arbor Call,4,17,0,3,TRUE,0,0,0,32,217,0,FALSE,0,200,66,0,0,0,0,0,0,32,FALSE,FALSE,0,TRUE
212,Stealth,4,-1,0,0,FALSE,0,0,0,38,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
213,Preparation,6,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,232,0,FALSE,FALSE,0,FALSE
214,Toil of the Pioneer,6,-1,0,0,FALSE,0,7,300,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
215,Ageless Words,6,17,0,25,FALSE,0,7,300,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,18,FALSE,FALSE,0,TRUE
216,Brunt Force,6,-1,0,0,FALSE,0,0,0,9,4,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
217,Nophica's Ward,6,-1,0,0,FALSE,0,7,400,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
218,Field Mastery,6,17,0,4,FALSE,0,7,50,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,18,FALSE,FALSE,0,TRUE
219,Byregot's Ward,6,-1,0,0,FALSE,0,7,400,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
220,Field Mastery II,6,17,0,5,FALSE,0,7,100,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,18,FALSE,FALSE,0,TRUE
221,Truth of Forests,4,17,0,46,TRUE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,221,32,FALSE,FALSE,0,TRUE
222,Blessed Harvest,6,17,0,30,FALSE,0,7,400,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,18,FALSE,FALSE,0,TRUE
223,,1,-1,0,0,FALSE,25,0,0,0,0,0,TRUE,0,0,0,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
224,Blessed Harvest II,6,17,0,40,FALSE,0,7,500,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,18,FALSE,FALSE,0,TRUE
225,Leaf Turn,6,-1,0,0,FALSE,0,7,100,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
226,Leaf Turn II,6,-1,0,0,FALSE,0,7,300,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
227,Prospect,4,16,0,1,TRUE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,225,32,FALSE,FALSE,0,TRUE
228,Lay of the Land,4,16,0,3,TRUE,0,0,0,32,225,0,FALSE,0,200,66,0,0,0,0,0,0,32,FALSE,FALSE,0,TRUE
229,Stealth,4,-1,0,0,FALSE,0,0,0,38,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
230,Preparation,6,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,232,0,FALSE,FALSE,0,FALSE
231,Toil of the Mountaineer,6,-1,0,0,FALSE,0,7,300,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
232,Solid Reason,6,16,0,25,FALSE,0,7,300,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,17,FALSE,FALSE,0,TRUE
233,Deep Vigor,6,-1,0,0,FALSE,0,0,0,9,4,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
234,Nald'thal's Ward,6,-1,0,0,FALSE,0,7,400,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
235,Sharp Vision,6,16,0,4,FALSE,0,7,50,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,17,FALSE,FALSE,0,TRUE
236,Menphina's Ward,6,-1,0,0,FALSE,0,7,400,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
237,Sharp Vision II,6,16,0,5,FALSE,0,7,100,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,17,FALSE,FALSE,0,TRUE
238,Truth of Mountains,4,16,0,46,TRUE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,222,32,FALSE,FALSE,0,TRUE
239,King's Yield,6,16,0,30,FALSE,0,7,400,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,17,FALSE,FALSE,0,TRUE
240,Collect,6,16,0,50,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,17,FALSE,FALSE,0,TRUE
241,King's Yield II,6,16,0,40,FALSE,0,7,500,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,17,FALSE,FALSE,0,TRUE
242,Unearth,6,-1,0,0,FALSE,0,7,100,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
243,Unearth II,6,-1,0,0,FALSE,0,7,300,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
244,Steady Hand,7,-1,0,0,FALSE,0,8,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
245,Steady Hand,7,-1,0,0,FALSE,0,8,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
246,Steady Hand,7,-1,0,0,FALSE,0,8,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
247,Steady Hand,7,-1,0,0,FALSE,0,8,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
248,Steady Hand,7,-1,0,0,FALSE,0,8,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
249,Steady Hand,7,-1,0,0,FALSE,0,8,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
250,Steady Hand,7,-1,0,0,FALSE,0,8,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
251,Steady Hand,7,-1,0,0,FALSE,0,8,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
252,Inner Quiet,7,-1,0,0,FALSE,0,8,0,29,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
253,Inner Quiet,7,-1,0,0,FALSE,0,8,0,29,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
254,Inner Quiet,7,-1,0,0,FALSE,0,8,0,29,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
255,Inner Quiet,7,-1,0,0,FALSE,0,8,0,29,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
256,Inner Quiet,7,-1,0,0,FALSE,0,8,0,29,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
257,Inner Quiet,7,-1,0,0,FALSE,0,8,0,29,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
258,Inner Quiet,7,-1,0,0,FALSE,0,8,0,29,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
259,Inner Quiet,7,-1,0,0,FALSE,0,8,0,29,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
260,Great Strides,7,8,0,21,FALSE,0,8,32,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,9,FALSE,FALSE,0,TRUE
261,Great Strides,7,9,0,21,FALSE,0,8,32,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,10,FALSE,FALSE,0,TRUE
262,Great Strides,7,10,0,21,FALSE,0,8,32,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,11,FALSE,FALSE,0,TRUE
263,Great Strides,7,11,0,21,FALSE,0,8,32,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,12,FALSE,FALSE,0,TRUE
264,Great Strides,7,13,0,21,FALSE,0,8,32,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,14,FALSE,FALSE,0,TRUE
265,Great Strides,7,12,0,21,FALSE,0,8,32,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,13,FALSE,FALSE,0,TRUE
266,Great Strides,7,14,0,21,FALSE,0,8,32,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,15,FALSE,FALSE,0,TRUE
267,Great Strides,7,15,0,21,FALSE,0,8,32,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,16,FALSE,FALSE,0,TRUE
268,Mooch II,6,18,0,63,FALSE,0,7,100,56,0,0,FALSE,0,1800,68,0,0,0,0,0,0,19,FALSE,FALSE,0,TRUE
269,Double Hook,6,18,0,65,FALSE,0,7,400,50,0,0,FALSE,0,0,0,0,0,0,0,0,0,19,FALSE,FALSE,0,TRUE
270,Unearth III,6,-1,0,0,FALSE,0,7,300,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
271,Leaf Turn III,6,-1,0,0,FALSE,0,7,300,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
272,Bountiful Yield II,6,16,0,68,FALSE,0,7,100,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,17,FALSE,FALSE,0,TRUE
273,Bountiful Harvest II,6,17,0,68,FALSE,0,7,100,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,18,FALSE,FALSE,0,TRUE
274,Nald'thal's Counsel,6,-1,0,0,FALSE,0,7,10,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
275,Nophica's Counsel,6,-1,0,0,FALSE,0,7,10,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
276,Rumination,7,-1,0,0,FALSE,0,8,0,8,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
277,Ingenuity,7,-1,0,0,FALSE,0,8,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
278,Manipulation,7,-1,0,0,FALSE,0,8,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
279,Waste Not,7,-1,0,0,FALSE,0,8,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
280,the Twelve's Bounty,6,16,0,20,FALSE,0,7,150,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,17,FALSE,FALSE,0,TRUE
281,Steady Hand II,7,-1,0,0,FALSE,0,8,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
282,the Twelve's Bounty,6,17,0,20,FALSE,0,7,150,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,18,FALSE,FALSE,0,TRUE
283,Ingenuity II,7,-1,0,0,FALSE,0,8,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
284,Innovation,7,-1,0,0,FALSE,0,8,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
285,Waste Not II,7,-1,0,0,FALSE,0,8,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
286,Comfort Zone,7,-1,0,0,FALSE,0,8,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
287,Reclaim,7,-1,0,0,FALSE,0,8,0,46,260,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
288,Bait,6,18,0,1,FALSE,0,0,0,28,0,0,FALSE,0,0,0,0,0,0,0,0,0,19,FALSE,FALSE,0,TRUE
289,Cast,6,18,0,1,FALSE,0,0,0,21,0,0,FALSE,0,0,0,0,0,0,0,0,0,19,FALSE,FALSE,0,TRUE
290,Arbor Call II,4,17,0,5,TRUE,0,0,0,32,217,0,FALSE,0,200,66,0,0,0,0,0,0,32,FALSE,FALSE,0,TRUE
291,Lay of the Land II,4,16,0,5,TRUE,0,0,0,32,225,0,FALSE,0,200,66,0,0,0,0,0,0,32,FALSE,FALSE,0,TRUE
292,Llymlaen's Ward,6,-1,0,0,FALSE,0,7,400,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
293,Thaliak's Ward,6,-1,0,0,FALSE,0,7,400,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
294,Field Mastery III,6,17,0,10,FALSE,0,7,250,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,18,FALSE,FALSE,0,TRUE
295,Sharp Vision III,6,16,0,10,FALSE,0,7,250,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,17,FALSE,FALSE,0,TRUE
296,Hook,6,18,0,1,FALSE,0,0,0,23,0,0,FALSE,0,0,0,0,0,0,0,0,0,19,FALSE,FALSE,0,TRUE
297,Mooch,6,18,0,25,FALSE,0,0,0,24,0,0,FALSE,0,0,0,0,0,0,0,0,0,19,FALSE,FALSE,0,TRUE
298,Stealth,4,-1,0,0,FALSE,0,0,0,38,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
299,Quit,6,18,0,1,FALSE,0,0,0,22,0,0,FALSE,0,0,0,0,0,0,0,0,0,19,FALSE,FALSE,0,TRUE
300,Release,6,18,0,22,FALSE,0,0,0,36,0,0,FALSE,0,0,0,0,0,0,0,0,0,19,FALSE,FALSE,0,TRUE
301,Impulsive Appraisal II,6,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
302,Impulsive Appraisal II,6,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
303,Sneak,4,16,0,8,FALSE,0,0,0,38,0,0,FALSE,0,0,0,0,0,0,0,0,47,17,FALSE,FALSE,0,TRUE
304,Sneak,4,17,0,8,FALSE,0,0,0,38,0,0,FALSE,0,0,0,0,0,0,0,0,47,18,FALSE,FALSE,0,TRUE
305,Sneak,4,18,0,8,FALSE,0,0,0,38,0,0,FALSE,0,0,0,0,0,0,0,0,47,19,FALSE,FALSE,0,TRUE
306,,8,0,0,0,FALSE,15,0,0,0,0,0,FALSE,25,0,0,0,0,0,0,0,0,1,FALSE,FALSE,0,FALSE
307,Silence,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,300,0,0,0,0,0,0,0,0,TRUE,FALSE,0,FALSE
308,Paralyze,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,40,300,0,0,0,0,0,0,0,0,TRUE,FALSE,0,FALSE
309,Haste,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,300,0,0,0,0,0,0,0,0,TRUE,FALSE,0,FALSE
310,Slow,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,40,300,0,0,0,0,0,0,0,0,TRUE,FALSE,0,FALSE
311,Blaze Spikes,2,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,15,300,0,0,0,0,0,0,0,0,TRUE,FALSE,0,FALSE
312,Ice Spikes,2,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,15,300,0,0,0,0,0,0,0,0,TRUE,FALSE,0,FALSE
313,Shock Spikes,2,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,15,300,0,0,0,0,0,0,0,0,TRUE,FALSE,0,FALSE
314,物理ストンスキン,2,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,25,300,0,0,0,0,0,0,0,0,TRUE,FALSE,0,FALSE
315,魔法ストンスキン,2,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,25,300,0,0,0,0,0,0,0,0,TRUE,FALSE,0,FALSE
316,Stoneskin,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,300,0,0,0,0,0,0,0,0,TRUE,FALSE,0,FALSE
317,Foul Breath,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,25,60,0,0,0,6,1,0,0,0,FALSE,FALSE,4,FALSE
318,Frost Breath,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,25,60,0,0,0,6,2,0,0,0,FALSE,FALSE,4,FALSE
319,Hoofkick,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,60,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
320,Stampede,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,60,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
321,Big Horn,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,60,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
322,Stone Throw,3,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,0,30,0,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
323,Soil Smear,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,60,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
324,Greedy Grab,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,60,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
325,Thunderstrike,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,25,60,0,0,0,5,5,0,0,0,FALSE,FALSE,2,FALSE
326,Thunderstorm,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,25,60,0,0,0,0,0,0,0,0,FALSE,FALSE,1,FALSE
327,Sticky Web,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,60,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
328,Caustic Spray,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,60,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
329,Deadly Thrust,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,60,0,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
330,Deadly Thrust,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,60,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
331,Wing Cutter,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,25,60,0,0,0,5,3,0,0,0,FALSE,FALSE,3,FALSE
332,Bloodcurdling Caw,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,60,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
333,Yolk Shower,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,60,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
334,Reckless Charge,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,25,60,0,0,0,3,7,0,0,0,FALSE,FALSE,2,FALSE
335,Bristle,4,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,60,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
336,Bellowing Grunt,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,150,0,0,0,0,0,0,0,0,FALSE,FALSE,1,FALSE
337,Self-destruct,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,60,0,0,0,5,1,0,0,0,FALSE,FALSE,1,FALSE
338,Combustion,4,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,60,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
339,Deflagration,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,60,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
340,Mortify,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,60,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
341,Hell Slash,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,60,0,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
342,Soul Drain,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,60,0,0,0,6,7,0,0,0,FALSE,FALSE,0,FALSE
343,Doomsay,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,35,60,0,0,0,0,0,0,0,0,FALSE,FALSE,3,FALSE
344,Seedvolley,3,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,0,30,0,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
345,Sour Sough,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,25,60,0,0,0,0,0,0,0,0,FALSE,FALSE,3,FALSE
346,Swift Sough,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,25,60,0,0,0,5,3,0,0,0,FALSE,FALSE,3,FALSE
347,Sticky Tongue,3,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,0,60,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
348,Toad Oil,4,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,60,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
349,Languid Lap,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,60,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
350,Microblaster,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,60,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
351,Charged Whisker,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,60,0,0,0,0,0,0,0,0,FALSE,FALSE,1,FALSE
352,Chaotic Eye,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,20,60,0,0,0,0,0,0,0,0,FALSE,FALSE,3,FALSE
353,Blaster,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,60,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
354,Curiosity,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,60,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
355,Megablaster,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,25,60,0,0,0,5,5,0,0,0,FALSE,FALSE,4,FALSE
356,Iron Justice,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,25,60,0,0,0,1,7,0,0,0,FALSE,FALSE,5,FALSE
