Index,Job,Name,Description,Cast,Cooldown
18311,BLU,Black Knight's Tour,"Deals unaspected damage to all enemies in a straight line before you with a potency of 200 for the first enemy, and 50% less for all remaining enemies.
Additional Effect: Potency is increased to 400 when enemies are under the effect of Slow. The Slow effect is also removed.
Additional Effect: Bind
Duration: 20s",2.0,2.5
18310,BLU,White Knight's Tour,"Deals unaspected damage to all enemies in a straight line before you with a potency of 200 for the first enemy, and 50% less for all remaining enemies.
Additional Effect: Potency is increased to 400 when enemies are bound. The Bind effect is also removed.
Additional Effect: Slow +20%
Duration: 20s",2.0,2.5
18309,BLU,Whistle,"Increases the potency of the next physical damage spell cast by 80%.
Duration: 30s
Effect cannot be stacked with Boost.",1.0,2.5
18308,BLU,Sonic Boom,Deals wind damage with a potency of 210.,1.0,2.5
11406,BLU,White Wind,Restores own HP and the HP of all nearby party members by an amount equal to your current HP.,2.0,2.5
18306,BLU,Avail,"Direct damage intended for you to another party member.
Duration: 12s
Can only be executed when member is within 10 yalms. Does not activate with certain attacks.
This action does not share a recast timer with any other actions.",1.0,120.0
18305,BLU,Magic Hammer,"Deals unaspected damage to target and all enemies nearby it with a potency of 250 for the first enemy, and 50% less for all remaining enemies.
Additional Effect: Lowers intelligence and mind attributes by 10%
Duration: 10s
Additional Effect: Restores 10% of maximum MP
Shares a recast timer with Candy Cane.",1.0,90.0
18304,BLU,Gobskin,"Creates a barrier around self and all nearby party members that absorbs damage equivalent to a heal of 100 potency.
Duration: 30s
Barrier strength is increased to absorb damage equivalent to a heal of 250 potency when you are under the effect of Aetheric Mimicry: Healer.
Effect cannot be stacked with those of scholar's Galvanize or sage's Eukrasian Diagnosis and Eukrasian Prognosis.",2.0,2.5
18303,BLU,Pom Cure,"Restores target's HP.
Cure Potency: 100
Cure potency is increased to 500 when you are under the effect of Aetheric Mimicry: Healer.",1.5,2.5
18302,BLU,Eerie Soundwave,Removes one beneficial effect from all nearby enemies.,2.0,2.5
18300,BLU,Abyssal Transfixion,"Deals physical damage with a potency of 220.
Additional Effect: Paralysis
Duration: 30s",2.0,2.5
23269,BLU,Stotram,"Deals unaspected damage with a potency of 140 to all nearby enemies.
Action effect changes, restoring own HP and the HP of all nearby party members when you are under the effect of Aetheric Mimicry: Healer.
Cure Potency: 300",2.0,2.5
23272,BLU,Angel's Snack,"Restores own HP and the HP of all nearby party members.
Cure Potency: 400
Additional Effect: Grants healing over time effect when you are under the effect of Aetheric Mimicry: Healer
Cure Potency: 200
Duration: 15s
Shares a recast timer with Dragon Force and Matra Magic.",2.0,120.0
23271,BLU,Feculent Flood,"Deals earth damage to all enemies in a straight line before you with a potency of 220 for the first enemy, and 50% less for all remaining enemies.",2.0,2.5
11421,BLU,Peculiar Light,"Increases magic damage taken by all nearby enemies by 5%.
Duration: 15s
Recast timer cannot be affected by other spells. However, this action shares a recast timer with Off-guard.",1.0,60.0
11422,BLU,Ink Jet,"Deals unaspected damage to all enemies in a cone before you with a potency of 200 for the first enemy, and 50% less for all remaining enemies.
Additional Effect: Blind
Duration: 30s",2.0,2.5
11423,BLU,Flying Sardine,"Deals physical damage with a potency of 10.
Additional Effect: Interrupts target",0.0,2.5
11424,BLU,Diamondback,"Reduces damage taken by 90% and nullifies most knockback and draw-in effects.
Unable to move or take action for the duration of this effect.
Duration: 10s
If used when Waxing Nocturne is active, its effect will transition immediately to Waning Nocturne.
The effect of this action cannot be ended manually.",2.0,2.5
11425,BLU,Fire Angon,"Deals physical fire damage to target and all enemies nearby it with a potency of 200 for the first enemy, and 50% less for all remaining enemies.",1.0,2.5
11426,BLU,Feather Rain,"Deals wind damage with a potency of 220 to all enemies at a designated location.
Additional Effect: Wind damage over time
Potency: 40
Duration: 6s
Shares a recast timer with Eruption.",0.0,30.0
11427,BLU,Eruption,"Deals fire damage with a potency of 300 to all enemies at a designated location.
Shares a recast timer with Feather Rain.",0.0,30.0
11428,BLU,Mountain Buster,"Deals physical earth damage to all enemies in a cone before you with a potency of 400 for the first enemy, and 50% less for all remaining enemies.
Shares a recast timer with Shock Strike.",0.0,60.0
11429,BLU,Shock Strike,"Deals lightning damage to target and all enemies nearby it with a potency of 400 for the first enemy, and 50% less for all remaining enemies.
Shares a recast timer with Mountain Buster.",0.0,60.0
11430,BLU,Glass Dance,"Deals ice damage to all enemies in a wide arc to your fore and flanks with a potency of 350 for the first enemy, and 50% less for all remaining enemies.
Shares a recast timer with Veil of the Whorl.",0.0,90.0
11431,BLU,Veil of the Whorl,"Counters enemies with water damage every time you suffer damage.
Counter Potency: 50
Duration: 30s
Effect cannot be stacked with Ice Spikes or Schiltron.
Shares a recast timer with Glass Dance.",0.0,90.0
23290,BLU,Nightbloom,"Deals unaspected damage to all nearby enemies with a potency of 400 for the first enemy, and 50% less for all remaining enemies.
Additional Effect: Unaspected damage over time
Potency: 75
Duration: 60s
Shares a recast timer with Both Ends.",0.0,120.0
18298,BLU,Electrogenesis,"Deals lightning damage to target and all enemies nearby it with a potency of 220 for the first enemy, and 50% less for all remaining enemies.",2.0,2.5
23416,BLU,Stotram,"Deals unaspected damage with a potency of 140 to all nearby enemies.
 Action effect changes, restoring own HP and the HP of all nearby party members when you are under the effect of Aetheric Mimicry: Healer.
 Cure Potency: 300",2.0,2.5
18297,BLU,Northerlies,"Deals ice damage to all enemies in a cone before you with a potency of 220 for the first enemy, and 50% less for all remaining enemies.
Additional Effect: Enemies affected by Dropsy are frozen. The Dropsy effect is also removed.
Duration: 20s",2.0,2.5
18296,BLU,Protean Wave,"Deals water damage to all enemies in a cone before you with a potency of 220 for the first enemy, and 50% less for all remaining enemies.
Additional Effect: 15-yalm knockback",2.0,2.5
18295,BLU,Alpine Draft,"Deals wind damage to all enemies in a straight line before you with a potency of 220 for the first enemy, and 50% less for all remaining enemies.",2.0,2.5
23289,BLU,Phantom Flurry,"Deals physical damage over time with a potency of 200 to all enemies in a cone before you.
Duration: 5s
Executing Phantom Flurry again before its effect expires deals physical damage to all enemies in a cone before you with a potency of 600 for the first enemy, and 50% less for all remaining enemies.
Effect ends upon using an action other than Phantom Flurry or moving (including facing a different direction).
Cancels auto-attack upon execution.",0.0,2.5
23270,BLU,Saintly Beam,"Deals unaspected damage with a potency of 100 to target and all enemies nearby it.
Potency increases to 500 when used against undead enemies.",2.0,2.5
23288,BLU,Phantom Flurry,"Deals physical damage over time with a potency of 200 to all enemies in a cone before you.
Duration: 5s
Executing Phantom Flurry again before its effect expires deals physical damage to all enemies in a cone before you with a potency of 600 for the first enemy, and 50% less for all remaining enemies.
Effect ends upon using an action other than Phantom Flurry or moving (including facing a different direction).
Cancels auto-attack upon execution.",0.0,120.0
23286,BLU,Peripheral Synthesis,"Deals physical damage to all enemies in a straight line before you with a potency of 220 for the first enemy, and 50% less for all remaining enemies.
Potency increased to 400 when target becomes afflicted with Lightheaded.
Additional Effect: Inflicts Lightheaded
Duration: 5s
Repeated use of this action in a short period will reduce the additional effect's duration, eventually rendering targets immune to Lightheaded.",2.0,2.5
18319,BLU,Reflux,"Deals lightning damage with a potency of 220.
Additional Effect: Heavy +40%
Duration: 10s
Ignores target's Heavy resistance.",2.0,2.5
23273,BLU,Chelonian Gate,"Summons a chelonian gate, reducing damage taken by 20%.
Duration: 10s
Additional Effect: Grants Auspicious Trance after taking damage equal to 30% of maximum HP
Auspicious Trance Effect: Action changes from Chelonian Gate to Divine Cataract
Chelonian Gate effect ends upon using another action or moving (including facing a different direction).
Auspicious Trance ends upon losing the effect of Chelonian Gate.
Cancels auto-attack upon execution.
Shares a recast timer with The Rose of Destruction and Ruby Dynamics.

Divine Cataract
Deals water damage to all nearby enemies with a potency of 500 for the first enemy, and 50% less for all remaining enemies.
Potency increases to 1,000 when you are under the effect of Aetheric Mimicry: Tank.
Can only be executed when under the effect of Auspicious Trance.",2.0,30.0
23274,BLU,Divine Cataract,"Deals water damage to all nearby enemies with a potency of 500 for the first enemy, and 50% less for all remaining enemies.
Potency increases to 1,000 when you are under the effect of Aetheric Mimicry: Tank.
Can only be executed when under the effect of Auspicious Trance.",0.0,2.5
23275,BLU,The Rose of Destruction,"Deals unaspected damage with a potency of 400.
Additional Effect: 10-yalm knockback
Shares a recast timer with Chelonian Gate and Ruby Dynamics.",2.0,30.0
23276,BLU,Basic Instinct,"Increases movement speed by 30%, and healing potency and damage dealt by 100%. Also ignores the damage penalty inflicted by Mighty Guard.
Can only be used in duties intended for two or more players while playing alone, while no other party members are in the instance, or when all party members are incapacitated. Effect ends when joined by one or more party members.",2.0,2.5
23277,BLU,Ultravibration,"KOs all nearby enemies afflicted with Deep Freeze or Petrification. Has no effect on enemies whose level is higher than your own, and certain others.
Shares a recast timer with Level 5 Death.",2.0,120.0
23278,BLU,Blaze,"Deals ice damage to target and all enemies nearby it with a potency of 220 for the first enemy, and 50% less for all remaining enemies.",2.0,2.5
23279,BLU,Mustard Bomb,"Deals fire damage to target and all enemies nearby it with a potency of 220 for the first enemy, and 50% less for all remaining enemies.
Additional Effect: Enemies affected by Lightheaded suffer damage over time
Potency: 50
Duration: 15s",2.0,2.5
23280,BLU,Dragon Force,"Reduces damage taken by 20%.
Duration: 15s
Increases damage reduction to 40% when you are under the effect of Aetheric Mimicry: Tank.
Shares a recast timer with Angel's Snack and Matra Magic.",2.0,120.0
11418,BLU,Ice Spikes,"Counters enemies with ice damage every time you suffer physical damage.
Counter Potency: 40
Duration: 15s
Effect cannot be stacked with Veil of the Whorl or Schiltron.
Additional Effect: 50% chance that when you are struck, the striker will be afflicted with Slow +20%
Duration: 15s",2.0,2.5
11419,BLU,the Ram's Voice,"Deals ice damage to all nearby enemies with a potency of 220 for the first enemy, and 50% less for all remaining enemies.
Additional Effect: Deep Freeze
Duration: 12s",2.0,2.5
11420,BLU,the Dragon's Voice,"Deals lightning damage to all nearby enemies with a potency of 200 for the first enemy, and 50% less for all remaining enemies.
Enemies within an 8-yalm radius will be unaffected.
Additional Effect: Paralysis
Duration: 9s
Additional Effect: Potency is increased to 400 against most enemies afflicted with Deep Freeze. The Deep Freeze effect is also removed.",2.0,2.5
23281,BLU,Aetherial Spark,"Deals unaspected damage with a potency of 50 to all enemies in a straight line before you.
Additional Effect: Unaspected damage over time
Potency: 50
Duration: 15s",2.0,2.5
23282,BLU,Hydro Pull,"Deals water damage to all nearby enemies with a potency of 220 for the first enemy, and 50% less for all remaining enemies.
Additional Effect: Draw-in",2.0,2.5
23283,BLU,Malediction of Water,"Deals water damage to all enemies in a straight line before you with a potency of 200 for the first enemy, and 50% less for all remaining enemies.
Additional Effect: 10-yalm knockback to all enemies and party members in range
Cannot be used outside of combat or when target is suffering from certain enfeeblements.",2.0,2.5
